"RecordNumber"	"StationName"	"Date"	"Survey"	"Replicate"	"Tide"	"Tide Height"	"SalinityZone"	"Temp(C)StartTop"	"Conductivity(uS/cm)StartTop"	"Salinity(ppt)StartTop"	"DOSat(Percent)StartTop"	"DOSat(mg/L)StartTop"	"Chl(ug/L)StartTop"	"Chl(RFU)StartTop"	"Temp(C)StartBottom"	"Conductivity(uS/cm)StartBottom"	"Salinity(ppt)StartBottom"	"DOSat(Percent)StartBottom"	"DOSat(mg/L)StartBottom"	"Chl(ug/L)StartBottom"	"Chl(RFU)StartBottom"	"Temp(C)EndTop"	"Conductivity(uS/cm)EndTop"	"Salinity(ppt)EndTop"	"DOSat(Percent)EndTop"	"DOSat(mg/L)EndTop"	"Chl(ug/L)EndTop"	"Chl(RFU)EndTop"	"Temp(C)EndBottom"	"Conductivity(uS/cm)EndBottom"	"Salinity(ppt)EndBottom"	"DOSat(Percent)EndBottom"	"DOSat(mg/L)EndBottom"	"Chl(ug/L)EndBottom"	"Chl(RFU)EndBottom"	"StartSecchi(cm)"	"EndSecchi(cm)"	"StartNTU"	"EndNTU"	"StartpH"	"EndpH"	"Comments"	"WQStartFile"	"WQEndFile"
1437	"NB-1131"	5/10/2016 0:00:00	"6"	"1"	"Ebbing"		"4: >10"	15.00	31048.00	19.35	102.40	9.17	3.20	0.80	14.99	31086.00	19.38	99.00	8.87	4.10	1.00	14.95	31349.00	19.56	101.20	9.06	3.60	0.80	14.95	31386.00	19.58	97.90	8.76	4.20	1.00	25.00	24.00	100.00	140.00	7.70	7.70		"8:17"	"8:31"
1438	"NB-1147"	5/10/2016 0:00:00	"6"	"1"	"Ebbing"		"4: >10"	15.02	32027.00	20.02	103.60	9.23	4.70	1.10	15.02	32078.00	20.06	99.30	8.85	5.10	1.20	14.99	33142.00	20.79	102.50	9.10	4.60	1.10	14.97	33251.00	20.86	98.20	8.72	5.50	1.30	35.00	29.00	134.00	146.00	7.73	7.71		"8:50"	"9:04"
1439	"NB-1161"	5/10/2016 0:00:00	"6"	"1"	"Ebbing"		"4: >10"	15.05	33778.00	21.23	101.50	8.97	4.30	1.00	15.01	33863.00	21.28	96.80	8.56	5.40	1.30	14.99	34285.00	21.58	102.20	9.03	5.30	1.30	14.97	34348.00	21.62	97.30	8.60	5.20	1.20	32.00	25.00	163.00	130.00	7.74	7.70	"Used last flow meter numbers.  Came up in speed between tows so flow meters #'s may be off.  Surface tow."	"9:17"	"9:31"
1440	"NB-1211"	5/10/2016 0:00:00	"6"	"1"	"Ebbing"		"4: >10"	14.16	40746.00	26.09	101.40	8.86	3.70	0.90	14.13	40726.00	26.07	98.30	8.60	4.30	1.00	14.57	38810.00	24.73	95.30	8.33	5.40	1.30	14.53	38771.00	24.70	93.40	8.17	6.70	1.60	48.00		73.80		7.73	7.71		"9:49"	"10:03"
1441	"NB-1205"	5/10/2016 0:00:00	"6"	"1"	"Ebbing"		"4: >10"	14.51	38978.00	24.85	98.00	8.57	4.90	1.20	14.41	38972.00	24.84	96.00	8.41	5.70	1.40	14.68	38093.00	24.23	99.50	8.70	5.90	1.40	14.60	38118.00	24.24	97.10	8.51	7.00	1.70	25.00	24.00	106.00	108.00	7.74	7.71		"10:18"	"10:31"
1442	"NB-1182"	5/10/2016 0:00:00	"6"	"1"	"Ebbing"		"4: >10"	15.49	37494.00	23.82	101.30	8.74	5.60	1.30	15.40	37509.00	23.83	99.20	8.57	6.10	1.40	15.50	37251.00	23.65	100.30	8.66	6.00	1.40	15.37	37226.00	23.63	98.20	8.50	6.80	1.60	33.00	29.00	153.00	120.00	7.76	7.72	"Dropped CB (lost) cod end on deck.  Saw osprey w/ STRBAS in talons."	"10:50"	"11:09"
1443	"NB-1184"	5/10/2016 0:00:00	"6"	"1"	"Flooding"		"4: >10"	15.31	35350.00	22.32	100.50	8.78	3.50	0.80	15.23	35375.00	22.34	98.60	8.63	4.40	1.00	15.52	36619.00	23.21	99.80	8.64	3.00	0.70								29.00	36.00	85.30	57.20	7.74	7.74	"Winch inoperable, only top water qual for end."	"11:24"	"11:40"
1444	"NB-1169"	5/10/2016 0:00:00	"6"	"1"	"Flooding"		"4: >10"	15.88	34480.00	21.72	98.60	8.55	0.50	0.10	15.33	34931.00	22.03	96.90	8.48	3.20	0.80	15.81	34125.00	21.47	99.80	8.67	1.90	0.40	15.50	34178.00	21.51	97.70	8.55	3.10	0.70	35.00	44.00	37.80	36.50	7.74	7.73		"11:54"	"12:08"
1445	"NB-870"	5/11/2016 0:00:00	"6"	"1"	"Ebbing"		"4: >10"	16.89	27095.00	16.68	86.90	7.61	8.30	2.00	17.04	27361.00	16.85	77.40	6.75	8.10	1.90	16.68	26583.00	16.33	86.50	7.62	7.40	1.80	16.71	26749.00	16.44	75.10	6.61	8.30	2.00	19.00	25.00	144.00	128.00	7.64	7.50		"7:40"	"7:55"
1446	"NB-850"	5/11/2016 0:00:00	"6"	"1"	"Ebbing"		"4: >10"	16.37	25016.00	15.28	85.40	7.62	7.10	1.70	16.40	25170.00	15.38	71.90	6.41	8.30	2.00	16.32	24586.00	15.00	92.10	8.25	6.20	1.50	16.34	24645.00	15.04	77.60	6.94	7.20	1.70	28.00	20.00	114.00	136.00	7.45	7.50	"Big Jug w/ jellies"	"8:07"	"8:17"
1447	"NB-800"	5/11/2016 0:00:00	"6"	"1"	"Ebbing"		"4: >10"	15.94	19267.00	11.50			8.50	2.00	15.98	19354.00	11.56	68.10	6.26	9.10	2.20	15.99	18867.00	11.24	84.20	7.77	7.20	1.70	15.99	19115.00	11.40	68.60	6.32	8.80	2.10	34.00	36.00	80.10	54.60	7.50	7.50	"Loads of jelies.  Subsampling.  Subsample volume: 2/3 jar.  Total volume: 2 and 1/3 jar."	"8:42"	"8:49"
1448	"NB-770"	5/11/2016 0:00:00	"6"	"1"	"Ebbing"		"3: 7-9.99"	16.38	15578.00	9.13	81.40	7.54	9.60	2.30	16.08	15799.00	9.28	71.30	6.64	8.90	2.10	16.43	15325.00	8.97	79.30	7.35	9.50	2.20	16.00	15629.00	9.17	69.30	6.47	9.80	2.30	38.00	42.00	35.90	36.70	7.57	7.56		"9:11"	"9:17"
1449	"NB-740"	5/11/2016 0:00:00	"6"	"1"	"Ebbing"		"3: 7-9.99"	17.14	13392.00	7.76	83.00	7.63	7.60	1.80	17.11	13444.00	7.79	72.60	6.68	8.00	1.90	17.27	13177.00	7.62	82.00	7.53	9.50	2.30	17.23	13212.00	7.64	73.60	6.76	8.90	2.10	48.00	40.00	37.90	32.60	7.60	7.59		"9:33"	"9:39"
1450	"NB-730"	5/11/2016 0:00:00	"6"	"1"	"Ebbing"		"3: 7-9.99"	17.49	12647.00	7.29	72.40	6.63	9.00	2.10	17.43	12744.00	7.35	68.60	6.29	8.70	2.10	17.58	12377.00	7.12	78.50	7.19	10.00	2.40	17.46	12560.00	7.24	70.90	6.50	9.20	2.20	50.00	40.00	28.10	27.20	7.59	7.60		"9:55"	"9:59"
1451	"NB-730"	5/11/2016 0:00:00	"6"	"1"	"Ebbing"		"3: 7-9.99"	17.58	12377.00	7.12	78.50	7.19	10.00	2.40	17.46	12560.00	7.24	70.90	6.50	9.20	2.20	17.81	12041.00	6.91	85.30	7.78	10.50	2.50	17.70	12214.00	7.02	70.70	6.46	9.00	2.10	40.00	39.00	27.20	32.30	7.60	7.62		"9:59"	"10:12"
1452	"NB-720"	5/11/2016 0:00:00	"6"	"1"	"Ebbing"		"2: 4-6.99"	17.96	11618.00	6.65	88.40	8.05	15.70	3.70	17.85	11736.00	6.73	75.80	6.91	11.30	2.70	18.14	10582.00	6.02	87.70	7.99	9.30	2.20	17.72	11659.00	6.68	73.90	6.76	8.70	2.10	35.00	33.00	30.10	31.60	7.65	7.67		"10:21"	"10:37"
1453	"NB-271"	5/12/2016 0:00:00	"6"	"1"	"High"		"4: >10"	15.92	22824.00	13.83	99.30	9.03	4.50	1.10	15.88	22890.00	13.87	93.00	8.46	4.80	1.10	16.15	22200.00	13.42	101.10	9.17	5.90	1.40	16.25	22389.00	13.54	93.80	8.48	5.60	1.30	45.00	49.00	52.70	33.00	7.66	7.66		"6:42"	"6:57"
1454	"NB-361"	5/12/2016 0:00:00	"6"	"1"	"Ebbing"		"4: >10"	15.47	28616.00	17.70	103.20	9.25	2.00	0.50	15.53	30082.00	18.69	96.40	8.58	3.20	0.80	15.49	28247.00	17.45			3.70	0.90	15.57	28747.00	17.79	96.80	8.65	2.30	0.60	40.00	46.00	35.40	39.70	7.73	7.75		"7:21"	"7:35"
1455	"NB-341Pond"	5/12/2016 0:00:00	"6"	"1"	"Ebbing"		"4: >10"	15.37	23581.00	14.33	102.50	9.40	2.60	0.60	15.43	23821.00	14.49	97.00	8.87	2.20	0.50	15.48	23037.00	13.97	104.60	9.59	2.30	0.60	15.49	23081.00	14.00	99.30	9.09	2.80	0.70	47.00	41.00	35.50	41.90	7.71	7.73		"7:50"	"8:04"
1456	"NB-341"	5/12/2016 0:00:00	"6"	"1"	"Ebbing"		"4: >10"	15.66	23276.00	14.13	99.30	9.06	3.10	0.70	15.15	23221.00	14.09	91.90	8.47	4.00	0.90	15.49	22942.00	13.91	99.70	9.14	4.00	1.00	15.53	22970.00	13.92	92.50	8.48	3.50	0.80	51.00	51.00	27.20	42.30	7.71	7.68		"8:12"	"8:27"
1457	"NB-283"	5/12/2016 0:00:00	"6"	"1"	"Ebbing"		"4: >10"	16.17	22285.00	13.47			7.20	1.70	16.14	22616.00	13.69	93.20	8.44	4.00	0.90	16.35	21839.00	13.18	98.90	8.94	4.90	1.20	16.38	21599.00	13.02	86.40	7.82	8.60	2.00	57.00	45.00	37.30	44.90	7.73	7.67		"8:48"	"9:02"
1458	"NB-252"	5/12/2016 0:00:00	"6"	"1"	"Ebbing"		"4: >10"	16.24	20720.00	12.45	96.40	8.78	6.00	1.40	16.22	20657.00	12.41	90.10	8.21	6.10	1.50	16.23	20622.00	12.38	94.10	8.57	6.90	1.60	16.23	20609.00	12.37	89.40	8.15	6.20	1.50	52.00	40.00	43.20	31.30	7.63	7.61		"9:32"	"9:46"
1459	"NB-200"	5/12/2016 0:00:00	"6"	"1"	"Ebbing"		"3: 7-9.99"	17.32	12340.00	7.10			3.90	0.90	16.70	13786.00	8.00	76.10	7.05	5.80	1.40	17.55	10343.00	5.87	87.50	8.07	5.10	1.20	17.37	15995.00	9.40	76.90	6.97	4.70	1.10	72.00	51.00	25.20	26.10	7.63	7.63		"10:02"	"10:17"
1460	"NB-190"	5/12/2016 0:00:00	"6"	"1"	"Ebbing"		"2: 4-6.99"	17.55	9455.00	5.33	77.80	7.20	4.80	1.10	17.42	13261.00	7.67	74.20	6.78	4.50	1.10	17.67	8206.00	4.58	84.30	7.82	4.40	1.10	17.60	10395.00	5.90	75.40	6.95	4.90	1.20	58.00	55.00	26.10	28.60	7.56	7.60		"10:25"	"10:39"
1461	"NB-160"	5/12/2016 0:00:00	"6"	"1"	"Ebbing"		"1: 1-3.99"	17.94	5485.00	2.98	93.70	8.73	5.70	1.30	17.93	9436.00	5.32	78.30	7.19	6.90	1.60	18.05	4381.00	2.34	88.30	8.24	4.60	1.10	18.02	6600.00	3.63	83.90	7.77	5.30	1.30	69.00	57.00	24.90	22.30	7.66	7.70		"10:55"	"11:10"
1462	"NB-130"	5/12/2016 0:00:00	"6"	"1"	"Ebbing"		"0: <1"	18.05	1534.00	0.78	101.10	9.52	16.20	3.80	18.03	1567.00	0.79	97.10	9.15	9.50	2.30	18.10	776.00	0.38	102.60	9.68	4.80	1.10	18.10	841.00	0.41	100.40	9.46	8.30	2.00	62.00	58.00	20.70	20.90	7.87	7.84		"11:21"	"11:37"
1463	"SB-ALV3"	5/21/2016 0:00:00	"6"	"1"	"Flooding"		"4: >10"	17.16	18232.00	10.83	75.10	6.78	7.00	1.70	17.22	19351.00	11.56	72.30	6.49	6.00	1.40	17.08	20838.00	12.52	74.30	6.65	10.90	2.60	17.09	18949.00	11.29	72.90	6.57	8.70	2.10		27.00		63.40		7.88	"0 steps"		
1464	"SB-650"	5/21/2016 0:00:00	"6"	"1"	"Flooding"		"4: >10"	17.08	20838.00	12.52	74.30	6.65	10.90	2.60	17.09	18949.00	11.29	72.90	6.57	8.70	2.10	16.66	31183.00	19.45	88.60	7.67	10.50	2.50									15.00	223.00			7.81	"1 step at 6:30. LSB 1"		
1465	"SB-A21.4"	5/21/2016 0:00:00	"6"	"1"	"Flooding"		"4: >10"	17.10	24311.00	14.81	78.60	6.93	10.80	2.60	17.44	20812.00	12.51	76.30	6.78	8.40	2.00	16.42	26842.00	16.50	81.60	7.22	12.20	2.90									19.00		170.00		7.78			
1466	"SB-COY2"	5/21/2016 0:00:00	"6"	"1"	"High"		"4: >10"	16.42	26842.00	16.50	81.60	7.22	12.20	2.90								16.20	33768.00	21.23	81.80	7.07	10.00	2.40									35.00		49.80		7.77			
1467	"SB-A19.4"	5/22/2016 0:00:00	"6"	"1"	"High"		"4: >10"	17.16	24055.00	14.64	66.70	5.88	7.00	1.70	17.23	23917.00	14.55	65.30	5.75	7.20	1.70	17.23	24180.00	14.73	66.20	5.83	7.10	1.70	18.39	22414.00	13.55	71.70	6.21	6.60	1.60	23.00		80.00		7.83				
1468	"SB-COY1"	5/22/2016 0:00:00	"6"	"1"	"High"		"4: >10"	17.39	21959.00	13.26	62.60	5.54	4.80	1.10								17.13	26658.00	16.38	75.20	6.57	5.50	1.30								23.00			54.80		7.81			
1469	"SB-ART2"	5/22/2016 0:00:00	"6"	"1"	"High"		"2: 4-6.99"	1469.00	26658.00	17.13	75.20	16.38	6.57	5.50			1.30							6.33													40.00		21.70		7.92			
1470	"SB-COY2"	5/22/2016 0:00:00	"6"	"1"	"High"		"4: >10"			13.26																										30.00		42.80		7.87		"No WQ data for time frame"		
1471	"NB-670"	5/24/2016 0:00:00	"7"	"1"	"Ebbing"		"4: >10"	19.22	34231.00	21.55			18.90	4.50	19.14	33945.00	21.35	89.10	7.26	7.00		18.97	33464.00	21.02	102.30	8.38	13.00	3.10	18.80	33386.00	20.97	91.00	7.48	16.60	3.90	15.00	15.00	283.00	213.00	7.80	7.73		"7:01"	"7:16"
1472	"NB-620"	5/24/2016 0:00:00	"7"	"1"	"Ebbing"		"4: >10"	16.72	24512.00	14.95			13.90	3.30	16.72	21190.00	12.75	83.60	7.53	14.90		16.68	19364.00	11.56	82.00	7.44	10.90	2.60	16.68	22252.00	13.45	81.00	7.27	12.10	2.90	15.00	19.00	179.00	141.00	7.64	7.60		"7:34"	"7:50"
1473	"NB-590"	5/24/2016 0:00:00	"7"	"1"	"Ebbing"		"4: >10"	16.57	15971.00	11.90	78.30	7.21	10.50	2.50	16.56	15376.00		77.00	7.12	12.10		16.55	15004.00	11.90	89.30	8.26	9.70	2.30	16.54	17694.00		77.20	7.07	11.70	2.80	22.00	28.00	147.00	130.00	7.54	7.58	"Salinity reading not stabilizing, jumping between 8.5-11ppt on sonde.  Used YSI for salinity."	"8:05"	"8:18"
1474	"NB-560"	5/24/2016 0:00:00	"7"	"1"	"Ebbing"		"3: 7-9.99"	16.11	12766.00	8.70	79.10	7.45	15.70	3.70	16.11	13722.00	7.96	70.10	6.58	16.60		16.17	12746.00	8.50	92.60	8.71	16.80	4.00	16.16	12481.00	7.19	59.50	5.60	17.10	4.10	21.00	27.00	104.00	94.30	7.56	7.80		"8:31"	"8:39"
1475	"NB-592"	5/24/2016 0:00:00	"7"	"1"	"Ebbing"		"4: >10"	15.90	21964.00	13.26	83.70	7.63	8.00	1.90	15.90	21970.00	13.27	75.50	6.89	8.80		15.91	21708.00	13.09			3.60	0.90	15.90	21670.00	13.07	75.00	6.86	9.10	2.20	21.00	19.00	121.00	128.00	7.56	7.59		"9:00"	"9:07"
1476	"NB-592"	5/24/2016 0:00:00	"7"	"2"	"Ebbing"		"4: >10"	15.89	21228.00	12.78	90.40	8.27	10.00	2.40	15.88	21243.00	12.79	79.50	7.28	9.50		15.92	21163.00	12.74	90.50	8.28	8.30	2.00	15.91	21154.00	12.73	73.70	6.74	8.80	2.10	21.00	23.00	99.80	87.80	7.62	7.60		"9:17"	"9:23"
1477	"NB-600"	5/24/2016 0:00:00	"7"	"1"	"Ebbing"		"4: >10"	16.52	20637.00	12.39			7.00	1.70	16.21	21192.00	12.76			7.00		16.48	20521.00	12.32			1.70	0.40	16.28	21074.00	12.68	80.90	7.35	10.10	2.40	30.00	28.00	62.50	85.50	7.74	7.60	"No CB"	"9:50"	"9:56"
1478	"NB-730"	5/25/2016 0:00:00	"7"	"1"	"Ebbing"		"4: >10"	17.80	17958.00	10.65			14.60	3.50	17.81	18252.00	10.84	92.20	8.22	13.00		17.90	13460.00	7.80	90.30	8.18	16.20	3.80	17.83	13877.00	8.06	89.00	8.06	17.20	4.10	54.00	51.00	56.90	27.40	7.97	7.89	"1st trawl too many jellies; we dumped the net & retowed at 2 mmin 30 seconds. 1 plastic jug"	"7:25"	"7:45"
1479	"NB-920"	5/25/2016 0:00:00	"7"	"1"	"Ebbing"		"4: >10"	17.44	32026.00	20.03	100.00	8.49	5.40	1.30	17.29	32851.00	20.60	86.60	7.35	11.40		17.32	31472.00	19.65	94.20	8.03	7.40	1.80	17.23	32670.00	20.47	86.60	7.36	8.90	2.10	38.00	34.00	52.80	34.90	7.63	7.56		"8:46"	"9:01"
1480	"NB-880"	5/25/2016 0:00:00	"7"	"1"	"Ebbing"		"4: >10"	17.23	28899.00	17.90	94.20	8.14	6.90	1.60	17.24	29675.00	18.42	84.30	7.26	8.00		17.18	28230.00	17.44	99.80	8.65	5.60	1.30	17.13	28803.00	17.83	86.20	7.47	6.70	1.60	35.00	44.00	37.40	29.20	7.59	7.67	"Samples in 2 plastic jugs"	"9:17"	"9:32"
1481	"NB-850"	5/25/2016 0:00:00	"7"	"1"	"Ebbing"	"-.2"	"4: >10"	17.06	26277.00	16.13			8.60	2.00	17.05	26743.00	16.44	82.50	7.22	7.50		17.01	25854.00	15.84	98.50	8.65	7.70	1.80	17.03	26503.00	16.28	83.00	7.27	5.90	1.40	39.00	35.00	33.20	32.90	7.60	7.57	"Lots of jellies on previous tows.  Mudball. 2 jars"	"9:45"	"9:53"
1482	"NB-830"	5/25/2016 0:00:00	"7"	"1"	"Low"	"-.4"	"4: >10"	17.12	24033.00	14.63	88.60	7.82	6.90	1.60	17.00	25208.00	15.41	79.90	7.04	4.90		17.04	23783.00	14.46	87.00	7.70	6.20	1.50	16.98	25073.00	15.32	79.60	7.01	5.20	1.20	43.00	32.00	27.90		7.67	7.62	"2 quart jars full.  Kept 1/3 of one.  Kept 0.16 (continum)"	"10:18"	"10:22"
1483	"NB-810"	5/25/2016 0:00:00	"7"	"1"	"Low"		"4: >10"	17.11	21899.00	13.22	90.80	8.08	7.50	1.80	16.96	23015.00	13.95	80.20	7.13	7.30		17.07	18247.00	10.84	90.70	8.20	8.40	2.00	16.93	22284.00	13.47	79.60	7.11	8.00	1.90	36.00	35.00	29.10	24.90	7.72	7.73	"Short tow due to jellies.  Forgot to put CB cod end on.  2 and 1/3 jars total.  1/3 kept.  0.16 (continum) kept."	"10:39"	"10:53"
1484	"NB-271"	5/26/2016 0:00:00	"7"	"1"	"Ebbing"		"4: >10"	16.53	23833.00	14.50	98.40	8.80	3.50	0.80	16.51	23981.00	14.59	97.40	8.71	4.60		16.51	24045.00	14.64	90.70	8.11	4.40	1.10								45.00	57.00	40.30	21.80	7.98	7.84	"Secchi take in low light at approx 70%"	"5:34"	
1485	"NB-271"	5/26/2016 0:00:00	"7"	"2"	"Ebbing"		"4: >10"	16.53	23833.00	14.50	98.40	8.80	3.50	0.80	16.51	23981.00	14.59	97.40	8.71	4.60		16.51	24045.00	14.64	90.70	8.11	4.40	1.10								45.00	57.00	40.30	21.80	7.98	7.84	"Same water quality as previous tow"	"5:34"	
1486	"NB-281"	5/26/2016 0:00:00	"7"	"1"	"Ebbing"		"4: >10"	16.26	23921.00	14.55	100.20	9.00	4.70	1.10	16.22	24078.00	14.66	90.30	8.12	6.00		16.43	23944.00	14.57	93.40	8.36	5.00	1.20	16.48	24084.00	14.66	83.30	7.45	6.60	1.60	38.00	54.00	32.70	24.50	7.80	7.71	"Trawled out fall of restoration pond"	"6:17"	"6:32"
1487	"NB-283"	5/26/2016 0:00:00	"7"	"1"	"Ebbing"		"4: >10"	16.43	23944.00	14.57	93.40	8.36	5.00	1.20	16.48	24084.00	14.66	83.30	7.45	6.60		16.49	24070.00	14.65	101.50	9.08	4.80	1.10	16.46	24090.00	14.67	91.70	8.20	5.10	1.20	54.00	53.00	24.50	23.50	7.71	7.74	"CB-cod end was in the mouth of the main net when pulled up.  Used end WQ from previous trawl (6:32)"	"6:32"	"6:48"
1488	"NB-341Pond"	5/26/2016 0:00:00	"7"	"1"	"Ebbing"		"4: >10"	15.64	23107.00	14.01	89.60	8.18	4.30	1.00								15.63	23005.00	13.95	96.10	8.78	4.50	1.10								34.00	35.00	73.90	79.70	7.64	7.70	"Lot of plant life in the cod end.  No bottom WQ - not taken; current too fast"	"7:06"	"7:19"
1489	"NB-341"	5/26/2016 0:00:00	"7"	"1"	"Ebbing"		"4: >10"	16.01	23146.00	14.04	99.80	9.04	6.70	1.60	15.95	23351.00	14.18	90.60	8.22	4.50		15.99	23025.00	13.96	100.00	9.07	4.50	1.10	15.96	23156.00	14.05	89.60	8.12	4.20	1.00	41.00	34.00	61.60	53.10	7.69	7.72	"Current is very fast"	"7:27"	"7:42"
1490	"NB-361"	5/26/2016 0:00:00	"7"	"1"	"Ebbing"		"4: >10"	15.81	23570.00	14.32	98.70	8.97	3.10	0.70	15.80	23582.00	14.33	91.20	8.28	3.80		15.85	23484.00	14.26	95.20	8.64	3.50	0.80	15.84	23503.00	14.28	90.20	8.19	4.10	1.00	33.00	29.00	59.10	53.40	7.75	7.72		"7:55"	"8:10"
1491	"NB-252"	5/26/2016 0:00:00	"7"	"1"	"Ebbing"		"4: >10"	16.22	22691.00	13.74			9.20	2.20	16.23	22597.00	13.68	87.60	7.92	6.10		16.22	22453.00	13.58	100.80	9.12	18.40	4.40	16.19	22621.00	13.69	91.50	8.28	7.60	1.80	48.00	49.00	32.40	35.00	7.70	7.82		"8:45"	"8:59"
1492	"NB-240"	5/26/2016 0:00:00	"7"	"1"	"Ebbing"		"4: >10"	17.32	20354.00	12.21	95.70	8.53	5.30	1.30	17.22	21051.00	12.66	87.20	7.77	5.00		17.42	19230.00	11.48	91.50	8.19	5.80	1.40	17.28	20442.00	12.26	84.60	7.55	5.00	1.20	54.00	51.00	22.80	24.50	7.68	7.67	"DELSME in whirl pak in NB745 sample jar.  #1 Sonde DO messed up.  Now using YSI2030 #2.  CP Note: MISSING DELTA SMELT ID'd IN FIELD.  IN BOX WITH CB SAMPLES? CB SAMPLE #1405?"	"9:06"	"9:20"
1493	"NB-240"	5/26/2016 0:00:00	"7"	"2"	"Ebbing"		"4: >10"	17.46	17752.00	10.52	84.10	7.56	6.70	1.60	17.41	18073.00	10.73	80.50	7.23	5.30		17.52	17114.00	10.11			8.80	2.10	17.43	17371.00	10.28	81.60	7.35	5.60	1.30	59.00	61.00	16.70	16.10	7.65	7.71	"Dropped 2nd WP 1st on bad satelites.  Just past boat launch (cuttings) upstream ~500m away."	"9:32"	"9:46"
1494	"NB-170"	5/26/2016 0:00:00	"7"	"1"	"Ebbing"		"2: 4-6.99"	18.69	9378.00	5.28	105.10	9.50	28.30	6.70	18.67	9575.00	5.40	101.40	9.17	11.40		18.76	8588.00	4.81	107.60	9.74	29.80	7.10	18.80	10111.00	5.73	99.30	8.94	9.30	2.20	61.00	62.00	16.70	17.50	7.97	7.97	"Many trees on the sonar."	"10:00"	"10:15"
1495	"NB-150"	5/26/2016 0:00:00	"7"	"1"	"Ebbing"		"2: 4-6.99"	19.01	6607.00	3.63	116.20	10.55	25.10	6.00	18.95	11367.00	6.49	101.30	9.05	10.60		19.08	6092.00	3.33	120.60	10.95	45.00	10.70	19.03	8444.00	4.72	118.80	10.71	29.00	6.90	66.00	67.00	13.80	13.90	8.07	8.13		"10:25"	"10:40"
1496	"NB-1119"	5/27/2016 0:00:00	"7"	"1"	"Ebbing"		"4: >10"	16.22	30662.00	19.09			7.00	1.70	15.64	37645.00	23.92	97.20	8.35	5.50	1.30	16.38	32487.00	20.35	101.40	8.78	9.40	2.20	16.41	32533.00	20.38	98.90	8.55	11.30	2.70	23.00	24.00	77.70	116.00	7.97	7.92	"Net billows out with tide."	"7:27"	"7:42"
1497	"NB-1116"	5/27/2016 0:00:00	"7"	"1"	"Ebbing"		"4: >10"	16.11	28816.00	17.84	101.20	8.94	7.30	1.70	16.10	28841.00	17.85	98.70	8.72	7.70	1.80	16.08	29161.00	18.07	100.30	8.86	6.70	1.60	16.07	29146.00	18.06	98.20	8.67	7.40	1.80	21.00	20.00	211.00	182.00	7.86	7.30	"Dungeness Crab +1"	"8:01"	"8:15"
1498	"NB-1114"	5/27/2016 0:00:00	"7"	"1"	"Ebbing"		"4: >10"	15.93	29937.00	18.60			3.90	0.90	15.90	30037.00	18.67	97.80	8.64	3.90	0.90	16.04	29691.00	18.43	100.40	8.85	4.90	1.20	16.02	29706.00	18.44	97.90	8.63	4.50	1.10	33.00	37.00	80.40	104.00	7.83	7.81		"8:33"	"8:47"
1499	"NB-1112"	5/27/2016 0:00:00	"7"	"1"	"Ebbing"		"4: >10"	16.20	30603.00	19.05	102.70	8.99	5.30	1.30	16.13	30795.00	19.18	98.50	8.63	7.50	1.80	16.49	30817.00	19.20			2.40	0.60	16.45	30910.00	19.26	99.30	8.64	7.60	1.80	24.00	19.00	147.00	150.00	7.82	7.82	"Dungeness crab +2"	"9:15"	"9:22"
1500	"NB-1182"	5/27/2016 0:00:00	"7"	"1"	"Ebbing"		"4: >10"	16.07	37745.00	24.00			3.80	0.90	16.04	37761.00	24.01	95.70	8.16	5.00	1.20	15.95	34660.00	21.85	95.40	8.26	1.90	0.40	15.73	35444.00	22.39	95.30	8.25	3.80	0.90	42.00	43.00	67.60	38.70	7.79	7.89		"9:47"	"10:08"
1501	"NB-1183"	5/27/2016 0:00:00	"7"	"1"	"Ebbing"		"4: >10"	16.25	36838.00	23.36			1.40	0.30	16.22	36853.00	23.37	95.40	8.14	4.00	1.00	16.35	33363.00	20.95			-2.00	-0.50	16.23	33499.00	21.04	96.40	8.33	3.40	0.80	38.00	55.00	47.00	29.40	7.76	7.82		"10:17"	"10:32"
1502	"NB-1184"	5/27/2016 0:00:00	"7"	"1"	"Low"		"4: >10"	16.73	34327.00	21.62	98.70	8.42	3.60	0.80	16.61	34378.00	21.65	96.70	8.26	6.10	1.40	16.87	32379.00	20.27	101.50	8.70	3.70	0.90	16.75	32612.00	20.43	98.30	8.44	6.10	1.50	44.00	50.00	37.10	35.30	7.80	7.88		"10:43"	"11:03"
1503	"NB-1169"	5/27/2016 0:00:00	"7"	"1"	"Low"		"4: >10"	16.79	31147.00	19.43	98.70	8.52	2.90	0.70	16.68	31182.00	19.45	96.80	8.37	3.20	0.80	16.82	30529.00	19.00			0.40	0.10	16.75	30557.00	19.02	97.00	8.40	3.90	0.90	32.00	56.00	31.40	24.40	7.77	7.78		"11:09"	"11:28"
1504	"NB-1170"	5/27/2016 0:00:00	"7"	"1"	"Low"		"4: >10"	16.66	33536.00	21.07	96.90	8.30	2.70	0.60	16.60	33536.00	21.07	95.80	8.22	5.70	1.30	16.89	30554.00	19.02	99.80	8.62	2.30	0.60	16.55	31692.00	19.80	95.70	8.28	3.70	0.90	37.00	49.00	35.50	38.30	7.75	7.78		"11:32"	"11:52"
